"","year","month","meantemp","mintemp","maxtemp","precipitation","warm_precip","cool_precip","date","lag_temp_mean","lag_temp_min","lag_temp_max","lag_ppt","lag_ppt_warm_2","lag_ppt_cool_2","lag_ppt_warm","lag_ppt_cool","ndvi","lag_ndvi","treatment","reproductive","abundance","proportion","sex","species","bmass_DM","bmass_DO","bmass_DS","bmass_PB","bmass_PP","DIPO_bmass","years","ndvis","ndvis_lag","temps_lag_mean","temps_lag_min","temps_lag_max","temps_mean","temps_min","temps_max","ppts","ppts_lag","dipos","pbs","pps","ppts_warm","ppts_cool","ppts_lag_warm","ppts_lag_cool","ppts_lag_warm_2","ppts_lag_cool_2"
"1",1988,1,2.98387096774194,0.474193548387097,14.3774193548387,22.352,46.8916774193548,23.540064516129,1988-01-01,2.70322580645161,3.13225806451613,14.5709677419355,49.53,91.1182666666667,0,55.7161290322581,5.88296774193548,0.135292606306658,0.153941102658717,"control",4,15,0.266666666666667,"male","DM",927,509,435,0,0,1871,-1.0192844561699,-0.338464871670725,-0.0382643650543898,-1.07010409722647,-0.506115577353958,-0.801367216036883,-1.0763277103904,-0.706233620221014,-0.838340812586239,0.0147798992634525,0.46979625379723,0.246336829205947,-0.376491358270544,-0.385484381762971,-0.0774489476446998,0.396328039664939,0.00177294140052812,-0.135928529400835,0.323663229744486,-0.316890236974345
"2",1988,1,2.98387096774194,0.474193548387097,14.3774193548387,22.352,46.8916774193548,23.540064516129,1988-01-01,2.70322580645161,3.13225806451613,14.5709677419355,49.53,91.1182666666667,0,55.7161290322581,5.88296774193548,0.135292606306658,0.153941102658717,"control",0,2,0,"female","DM",927,509,435,0,0,1871,-1.0192844561699,-0.338464871670725,-0.0382643650543898,-1.07010409722647,-0.506115577353958,-0.801367216036883,-1.0763277103904,-0.706233620221014,-0.838340812586239,0.0147798992634525,0.46979625379723,0.246336829205947,-0.376491358270544,-0.385484381762971,-0.0774489476446998,0.396328039664939,0.00177294140052812,-0.135928529400835,0.323663229744486,-0.316890236974345
"3",1988,1,2.98387096774194,0.474193548387097,14.3774193548387,22.352,46.8916774193548,23.540064516129,1988-01-01,2.70322580645161,3.13225806451613,14.5709677419355,49.53,91.1182666666667,0,55.7161290322581,5.88296774193548,0.135292606306658,0.153941102658717,"control",3,5,0.6,"male","DO",927,509,435,0,0,1871,-1.0192844561699,-0.338464871670725,-0.0382643650543898,-1.07010409722647,-0.506115577353958,-0.801367216036883,-1.0763277103904,-0.706233620221014,-0.838340812586239,0.0147798992634525,0.46979625379723,0.246336829205947,-0.376491358270544,-0.385484381762971,-0.0774489476446998,0.396328039664939,0.00177294140052812,-0.135928529400835,0.323663229744486,-0.316890236974345
"4",1988,1,2.98387096774194,0.474193548387097,14.3774193548387,22.352,46.8916774193548,23.540064516129,1988-01-01,2.70322580645161,3.13225806451613,14.5709677419355,49.53,91.1182666666667,0,55.7161290322581,5.88296774193548,0.135292606306658,0.153941102658717,"control",0,2,0,"male","DS",927,509,435,0,0,1871,-1.0192844561699,-0.338464871670725,-0.0382643650543898,-1.07010409722647,-0.506115577353958,-0.801367216036883,-1.0763277103904,-0.706233620221014,-0.838340812586239,0.0147798992634525,0.46979625379723,0.246336829205947,-0.376491358270544,-0.385484381762971,-0.0774489476446998,0.396328039664939,0.00177294140052812,-0.135928529400835,0.323663229744486,-0.316890236974345
"5",1988,1,2.98387096774194,0.474193548387097,14.3774193548387,22.352,46.8916774193548,23.540064516129,1988-01-01,2.70322580645161,3.13225806451613,14.5709677419355,49.53,91.1182666666667,0,55.7161290322581,5.88296774193548,0.135292606306658,0.153941102658717,"control",0,1,0,"female","DS",927,509,435,0,0,1871,-1.0192844561699,-0.338464871670725,-0.0382643650543898,-1.07010409722647,-0.506115577353958,-0.801367216036883,-1.0763277103904,-0.706233620221014,-0.838340812586239,0.0147798992634525,0.46979625379723,0.246336829205947,-0.376491358270544,-0.385484381762971,-0.0774489476446998,0.396328039664939,0.00177294140052812,-0.135928529400835,0.323663229744486,-0.316890236974345
"6",1988,2,8.06551724137931,2.73793103448276,15.5551724137931,33.274,46.1053793103448,49.6088275862069,1988-02-01,2.98387096774194,0.474193548387097,14.3774193548387,22.352,55.7161290322581,5.88296774193548,46.8916774193548,23.540064516129,0.116644109954599,0.135292606306658,"control",6,18,0.333333333333333,"male","DM",1184,578,436,0,0,2198,-1.0192844561699,-0.697469786253455,-0.351520692388919,-1.05083458925235,-0.69793293274687,-0.815034811892506,-0.721401968893753,-0.542011856412923,-0.753680807479946,0.215890921222927,-0.00248117887482977,0.390425073039096,-0.376491358270544,-0.385484381762971,-0.0837594529054993,1.15881647544464,-0.0684855540395893,0.36679838685183,0.0277727604593687,-0.148553185047451
"7",1988,2,8.06551724137931,2.73793103448276,15.5551724137931,33.274,46.1053793103448,49.6088275862069,1988-02-01,2.98387096774194,0.474193548387097,14.3774193548387,22.352,55.7161290322581,5.88296774193548,46.8916774193548,23.540064516129,0.116644109954599,0.135292606306658,"control",0,4,0,"female","DM",1184,578,436,0,0,2198,-1.0192844561699,-0.697469786253455,-0.351520692388919,-1.05083458925235,-0.69793293274687,-0.815034811892506,-0.721401968893753,-0.542011856412923,-0.753680807479946,0.215890921222927,-0.00248117887482977,0.390425073039096,-0.376491358270544,-0.385484381762971,-0.0837594529054993,1.15881647544464,-0.0684855540395893,0.36679838685183,0.0277727604593687,-0.148553185047451
"8",1988,2,8.06551724137931,2.73793103448276,15.5551724137931,33.274,46.1053793103448,49.6088275862069,1988-02-01,2.98387096774194,0.474193548387097,14.3774193548387,22.352,55.7161290322581,5.88296774193548,46.8916774193548,23.540064516129,0.116644109954599,0.135292606306658,"control",1,6,0.166666666666667,"male","DO",1184,578,436,0,0,2198,-1.0192844561699,-0.697469786253455,-0.351520692388919,-1.05083458925235,-0.69793293274687,-0.815034811892506,-0.721401968893753,-0.542011856412923,-0.753680807479946,0.215890921222927,-0.00248117887482977,0.390425073039096,-0.376491358270544,-0.385484381762971,-0.0837594529054993,1.15881647544464,-0.0684855540395893,0.36679838685183,0.0277727604593687,-0.148553185047451
"9",1988,2,8.06551724137931,2.73793103448276,15.5551724137931,33.274,46.1053793103448,49.6088275862069,1988-02-01,2.98387096774194,0.474193548387097,14.3774193548387,22.352,55.7161290322581,5.88296774193548,46.8916774193548,23.540064516129,0.116644109954599,0.135292606306658,"control",0,2,0,"male","DS",1184,578,436,0,0,2198,-1.0192844561699,-0.697469786253455,-0.351520692388919,-1.05083458925235,-0.69793293274687,-0.815034811892506,-0.721401968893753,-0.542011856412923,-0.753680807479946,0.215890921222927,-0.00248117887482977,0.390425073039096,-0.376491358270544,-0.385484381762971,-0.0837594529054993,1.15881647544464,-0.0684855540395893,0.36679838685183,0.0277727604593687,-0.148553185047451
"10",1988,2,8.06551724137931,2.73793103448276,15.5551724137931,33.274,46.1053793103448,49.6088275862069,1988-02-01,2.98387096774194,0.474193548387097,14.3774193548387,22.352,55.7161290322581,5.88296774193548,46.8916774193548,23.540064516129,0.116644109954599,0.135292606306658,"control",0,1,0,"female","DS",1184,578,436,0,0,2198,-1.0192844561699,-0.697469786253455,-0.351520692388919,-1.05083458925235,-0.69793293274687,-0.815034811892506,-0.721401968893753,-0.542011856412923,-0.753680807479946,0.215890921222927,-0.00248117887482977,0.390425073039096,-0.376491358270544,-0.385484381762971,-0.0837594529054993,1.15881647544464,-0.0684855540395893,0.36679838685183,0.0277727604593687,-0.148553185047451
